,Item_ID,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,Price
42,Item_42,7.89113141397346,5.53472523168211,2.90916784638326,3.24790820698783,3.87169652121316,1.74821270859227,9.81665555927626,4.03827846293407,998
43,Item_43,1.97780481455489,6.3889800873993,8.61197842746914,8.29389155261809,8.93917844213306,7.18171400531239,8.52933829106462,9.07940612635027,1175
44,Item_44,6.99432606428267,1.76621532187497,9.39061703977884,5.64152751937625,4.71493274281245,6.43710186363481,4.75632883072923,7.00705175957878,1190
45,Item_45,1.94376844404643,8.04569630130995,4.1488941553411,4.18525685262073,6.92274567497466,8.6184249993156,6.38829487437292,5.46252079093692,1582
46,Item_46,7.4540512021419,8.58429900423067,1.47365139427633,7.85637264228801,9.35436099151125,9.69364908688971,2.07946925241082,2.21945146785937,1004
47,Item_47,8.35942169134392,4.8261854960799,1.13317410300153,7.28224704250211,7.10938147923526,3.53047467273898,2.20080415796216,2.68253499666642,1329
48,Item_48,6.93216897921605,7.03659744970367,3.66380789078609,1.33169865801732,4.15800773697456,7.21206527027144,3.58791452139396,4.89214900985578,861
49,Item_49,4.51598389762515,9.66977842657334,2.12421197835162,6.34468486488849,8.21351469376313,8.74642681191967,7.48454575772917,5.54397039257303,1515
50,Item_50,6.63999229078126,1.39239311049449,2.97149769934962,6.97443101249393,3.86602397313037,5.55619792538516,1.09900945737313,8.28440624021112,877
51,Item_51,3.83061568037733,2.26636440472216,9.50249742825902,2.68079445188189,3.5170375987293,8.20959632186554,9.59758542499962,6.32494302953024,1402
52,Item_52,7.62816817594127,6.80505282482601,8.0720346390882,1.2880834405878,8.00783608963334,7.02882360951781,8.50700950010054,6.69724607713699,1835
53,Item_53,5.49377747315355,8.32922973635989,1.9893511815267,1.09686187104706,8.63098561047353,6.59043867361185,1.02638023709466,4.24035943669516,1831
54,Item_54,2.35457864875749,4.65887386911687,6.49440096200967,5.79951834752892,9.47138729469966,8.71203648390235,7.44700345136454,7.02249290695384,1413
55,Item_55,9.26773060514727,9.34189894542634,5.57749216180013,4.15665640467486,6.4598481901709,8.26535171570844,9.0653537937881,1.14192077048828,1620
56,Item_56,9.27458695878748,9.94768003310227,1.20213456950495,6.3336560052663,6.30628797082098,1.40132616968862,4.87834246701903,7.74553345835435,1458
57,Item_57,6.35136428564425,6.28096803912264,5.89900297193065,2.78825455518913,5.87826900179387,9.21596525570985,7.48812455664031,8.26965770632812,827
58,Item_58,2.80592319788945,2.63690199636777,8.01191632687762,8.52181045133223,2.57641512698026,7.2885122849091,5.85148965481265,3.07711330880778,1717
59,Item_59,3.84384057157943,3.55501339651629,7.37748367979046,5.11734450503818,9.4493057299832,1.11565439870231,8.42542185312512,7.55256326465228,1956
60,Item_60,5.67760550242576,9.3184635058409,1.59788662243953,2.86768072516896,9.62796382791143,1.16340649381271,5.1203321995687,3.04788264013936,1696
61,Item_61,7.80869774610041,8.44453675343826,2.18026205745944,9.11729746269144,9.59838562953102,3.46249257738239,2.52629120054376,6.97995051970649,1094
62,Item_62,6.32972462142242,5.79775456544088,5.27900431565022,4.83982851164907,2.85514853465232,1.49317467117973,2.4446074091286,3.07528082920604,913
63,Item_63,6.93550624264557,5.22911028854069,3.86721012791269,5.38666207690988,7.71384960754667,6.30938969937709,1.55998710182581,5.23363640141156,1831
64,Item_64,4.95398565005119,4.16990884434337,2.35814424320596,2.48551940371832,1.79509235327644,1.16404225850593,3.37414119522959,2.02483678793435,1793
65,Item_65,9.62937429080667,6.94549227068405,3.20223432020887,4.78566192479024,1.9254504986551,2.81196151180945,1.05342751659164,1.22084383576333,1734
66,Item_66,2.98535569110769,4.20753346814628,5.75041147539859,5.83166145918752,3.99778056210578,3.67801057999004,5.416037385508,7.59630621347521,1421
67,Item_67,6.10217570231574,9.32087872570053,9.25978776973422,7.62343796656174,8.6858426062704,2.57456990306101,8.18544318440505,1.79530233524773,1768
68,Item_68,6.11113673739579,6.52607063726056,6.65885766090465,5.70781079265315,3.19572277718061,3.3431141532134,9.21209204145541,7.13234311634308,1614
69,Item_69,5.69918533560978,3.10549856449702,2.543608103775,6.72043750198177,4.02023488962628,5.38618922323357,7.14737456156562,7.87398393620982,1365
70,Item_70,1.91060625872334,7.02862701461866,8.47031823126182,8.58307100961673,5.48454390502869,1.31284771363599,3.52472774596061,9.71768908513126,1522
71,Item_71,4.95650689650643,2.60800787272659,3.62145299829582,1.51978638217954,5.61318702654655,6.14949418744211,8.32970648063017,9.90571208566253,1690
72,Item_72,8.40762672032369,9.45890985942202,6.13189188269123,3.56204951203543,3.53890635095215,1.63810399123781,7.84236448945917,4.37427318941664,1203
73,Item_73,5.71018463599408,4.51931725194428,9.09478600242534,9.69034151114129,9.91486255223125,5.91636668075543,1.87672881175592,9.11459249859056,942
74,Item_74,6.05645128615153,9.89407574037978,7.85804708200815,4.53112147894433,2.71479074212636,1.51885409509915,2.70394917674447,5.97248718985394,1198
75,Item_75,6.77635249090412,7.48668100253636,6.41701576360174,5.24697392779482,8.52881533672042,5.04883522778725,8.12529287154891,1.19286420211951,1444
76,Item_76,2.62057081230803,5.50859409828283,7.14129209253662,3.65430267440128,4.80040897264746,9.15821003449399,5.28532245849552,9.2122981972071,976
77,Item_77,9.56501437749661,8.33524245620735,6.34718892107097,5.32304225646737,4.62428528840828,4.01908750812927,6.77198849700325,5.67896800174404,1891
78,Item_78,9.4408503208491,7.81674172121039,5.56071977593327,5.43608009406573,1.21154179537733,6.675700052203,9.15400001597195,1.41140161137252,913
79,Item_79,2.5561043896145,2.89015246328339,9.38876622290358,1.67220470479381,5.22261505122075,3.88472236650937,2.16917244221606,3.08318509656594,1735
80,Item_80,5.45265483310637,4.13409729317945,4.39462932859798,6.5433745372192,8.38596206685789,2.85914146471238,7.4278050733943,6.89608083819108,967
81,Item_81,1.58605353236901,7.01807648651484,3.19653026558411,6.41674577009537,7.29095287547839,5.66859263762336,1.65966054957083,3.98446104451493,984
82,Item_82,9.45406464501951,9.42918342810158,3.8512973309428,9.74977782856003,7.87486114266021,3.58419745120575,2.27236978486405,5.84850439662611,1427
83,Item_83,9.57521099818356,2.83710672403604,8.03125483652658,9.36265921323779,8.38042665551757,2.98623233850475,8.42716307778362,4.92198074617674,1869
84,Item_84,4.28868489316055,3.48782309000901,3.05520519547116,1.99030444007171,4.72434978894568,4.77915040660304,4.47789392839319,5.72303459464986,1958
85,Item_85,8.12202012778698,4.70702298247184,5.98642754668486,3.38731891148632,9.08185952500064,2.59405433409762,6.18161600071259,6.02472882288627,1083
86,Item_86,3.69564383986643,8.85043218773068,4.98243750956924,5.26701844785474,3.87204528782814,4.49184300879246,7.56791996282988,5.57932928609762,1283
87,Item_87,5.91434349225382,8.64953253900828,5.54438473176702,8.44364015843626,4.11181430573332,6.1110613388796,6.44729799310316,6.74614219537367,954
88,Item_88,5.31266191212247,4.54183125640896,6.91772882691763,5.05340238166973,3.52477465299863,9.43972316619226,7.25827646374813,8.44578754847929,1932
89,Item_89,2.47795407528136,6.44212719757601,9.13949661405128,6.40932396444526,7.89782518892327,6.70420789876733,1.97201921300204,6.90932987728538,1384
90,Item_90,4.69299138315337,3.67948866649035,4.67063757115951,8.50757772115623,2.17644593022045,9.22464533239872,2.34692949567909,9.25276424031276,1564
91,Item_91,7.74338618855259,4.75263918764731,7.08133891709402,9.01823628439642,1.01844177358829,2.04433608250948,2.43756191256875,4.53594571035668,1809
92,Item_92,3.34279029516344,5.80272598066763,8.24171461624056,7.19163819634279,9.85852211905794,2.37089151613937,3.62748221087563,7.44901480986454,1835
93,Item_93,1.85569017733997,3.01635798493754,5.95496197248293,5.35106960266837,9.45063356928162,9.11977747020238,5.41903288455615,4.97039728428948,1160
94,Item_94,3.09586658869188,4.6096537306343,8.20834065208081,5.80536231398239,1.53782472682059,7.2374332444823,7.91030760358462,9.56672743932727,1656
95,Item_95,1.58515706587714,9.9665516082321,1.59280370330913,3.82359433021272,1.246053934941,7.93448867472117,8.15848951927156,4.69389768826935,1355
96,Item_96,8.86987539221657,3.75548611233112,2.30259730478816,4.98824607383813,9.77439838158244,9.76173422437089,8.44149741252857,3.04168016993344,1843
97,Item_97,8.9959413945525,5.42131632416322,2.13342041871286,4.14331976991412,4.40281191880029,2.56197485184027,1.02142702743949,9.17978413105968,1625
98,Item_98,5.49590810709061,8.66748813148235,8.42703462872233,7.86172825419394,7.87387089190379,8.64751321912315,9.14562435265024,6.47033772643533,883
99,Item_99,1.81738714123171,6.80231466383767,2.06087032630487,6.31179792444906,3.8167937565483,9.89559778069069,5.38236636655727,7.02589528671135,819
100,Item_100,3.39652500478425,6.25591119006713,2.54791107804309,3.91795092999222,1.998790196923,3.23970401923503,3.67247050536808,9.77833935090531,1369
101,Item_101,4.99500054574396,7.43171691698698,7.55687771974283,2.17218661686017,5.99426562689503,8.11457613038498,6.21170243342742,3.91371166435719,819
102,Item_102,8.99819433940713,4.06519550469718,8.88322362826056,7.88357237805458,3.19632446096831,1.57302523510529,9.09180068535274,7.83464870303125,1569
103,Item_103,7.62859092437765,5.37092846305493,8.92488991234075,5.56359751608611,9.1518913504521,9.13547543110513,3.55568509893341,5.50910204890993,1428
104,Item_104,1.59406863887989,6.30935207005289,3.45396082450277,9.13167484827667,9.89409534245289,6.13776447339801,4.87231027629736,7.23155622468913,1851
105,Item_105,7.23335751885676,3.75229094397652,4.26395684752722,6.1665973732356,6.05695195334786,3.25021137601553,1.47025245241881,7.62476974831258,882
106,Item_106,5.87617087600834,5.39237770840595,1.22040545562422,8.41455959862172,4.45671409873046,6.58194439968675,6.08870369445589,7.23459485298595,1836
107,Item_107,4.22470998388352,5.84349112085426,8.69161803528803,5.88622525811265,3.65447139342918,7.37313180313992,9.36789107243353,9.1256345724235,1657
108,Item_108,8.17982971461998,8.73063416492163,8.57417779853783,4.70764778076705,1.45163745340175,7.80431454443787,6.22412041695258,4.98143001620338,861
109,Item_109,6.94940951024358,1.23672276614169,4.42345697584039,5.21208761681087,6.86969744721114,7.35738154595554,7.20235290225564,6.07811711624701,1776
110,Item_110,9.22347860798176,3.60678039866359,4.41655887757803,7.08226987924045,8.25667111790766,4.88597293772065,8.66741001635586,1.37882906574465,1737
111,Item_111,2.51067924513954,6.19638674995196,1.11079456678059,6.17884328457193,5.62001918233383,8.86611974961706,1.3175486377114,7.11326829429383,1573
112,Item_112,3.11493542013177,1.70425954287886,9.49806790261264,1.97690568294325,4.42630860419875,8.55368521277995,8.65476269334001,5.04806991143441,972
113,Item_113,8.23943307825526,2.09667837219543,7.08859197162428,5.54915324671668,4.82763690355566,2.79870200709238,2.43130595005093,1.12162728242152,1436
114,Item_114,6.43584958982913,3.82837355308594,2.77409742306555,8.93300994103669,9.49979735387861,9.28713718258878,9.95015015927278,8.0322850776048,1739
115,Item_115,1.14697228725529,9.52481096514276,9.66408071423797,2.94179687114897,5.81808669474811,9.98548017925401,1.54437602373679,3.00199182478257,1742
116,Item_116,2.61746876504688,9.45275764980901,2.82279653507258,7.75368812602264,7.72901821905898,3.62660412168913,9.96015536439594,1.36188151171113,1282
117,Item_117,5.70433651854587,5.07449248886393,6.61803451289364,1.40078441312371,9.7369464415394,6.58735078698294,1.76037933940511,5.68354152607625,1104
118,Item_118,1.49559348966384,8.93017327395819,1.27361772469073,9.46779737753329,8.60209420856026,1.01004447871057,4.47394532277272,7.25385643685516,1330
119,Item_119,8.07875536687746,2.10605454799346,9.05345063965427,8.51678294489308,5.86984605389532,7.83627931977608,1.83773981260103,6.25482960426561,1617
120,Item_120,2.69388896318982,8.71809727363465,5.10714720029928,9.56660582445503,4.21305327356152,4.60970545345756,7.41535859928386,6.03124959728243,1199
121,Item_121,7.94966076613428,1.35329056031976,3.4137704803209,2.93393007564453,2.20800444534871,3.13423391118449,8.64692169356191,7.42343199089888,1619
122,Item_122,4.70471563011879,2.8900659020832,1.88617196716615,4.6688280705929,4.51362009926852,3.93135578640128,5.03735689437283,2.57019395363831,842
123,Item_123,4.08884980181558,1.40653891456132,7.78024689566858,6.25497867898198,1.91884360350237,4.38728516223921,6.44699446248467,4.3516928431543,1599
124,Item_124,9.89301039156063,2.13967680026111,4.74938291470383,6.84410107045019,2.65343816184334,9.18734368126908,8.6233231141935,8.4028386292887,930
125,Item_125,7.19888204429577,3.90298384981859,7.08363814860589,6.01366856406137,5.99270063579037,9.53467699040858,7.20576896283292,6.89871433777241,1072
126,Item_126,4.03553039582088,3.51642377909843,7.32113757256799,2.82557862704396,3.22123447242298,1.2956198446962,6.54467394457283,7.06947860354607,1412
127,Item_127,2.01896348543123,8.11629662713746,8.65832567160287,4.15314189302593,2.21626735495842,4.06396114998004,2.80330708632082,3.78356718416,1292
128,Item_128,5.2235478646756,2.92186390965321,2.05347179453246,3.89670915393707,2.23086960227278,1.95924950701579,8.1163981681445,1.43659048146565,1878
129,Item_129,2.7519446293699,7.52654626955102,9.57143889248105,8.12625752639248,1.58648859997299,7.11678038069156,2.93791807368477,5.69568248362844,1307
130,Item_130,8.64335673202715,6.81970764575209,1.767755634368,3.57363702718257,1.78088137500645,3.20239369330779,5.85255131144526,7.30691076323283,1877
131,Item_131,4.71275660705835,5.09015842102401,1.40510912713763,6.07990669235416,4.61406068582291,5.75148059678922,5.84406431053301,3.31190785357173,1201
132,Item_132,6.93282908870362,9.04184478074401,6.210124205651,1.15214103733855,6.81547845308912,6.46288266884335,3.9107460374435,3.54732779522405,838
133,Item_133,3.33852268998518,4.35786909437799,8.07479635842157,3.914038071637,9.99430588165546,7.1032854000185,3.75481271352958,3.99795667482975,1819
134,Item_134,6.40996098146301,1.14571995087258,7.60615724504481,9.1108400155086,2.18672436337891,6.56628244338893,5.76182497313909,9.84143452485638,1035
135,Item_135,8.41732271246481,4.72810926309046,3.82141231043392,5.05156765515874,6.22766706663967,3.34508173596648,3.07253234129347,9.2094091916469,1280
136,Item_136,7.43854822884322,9.3217694502222,2.26789377334311,9.52748023440773,9.04776643090269,9.649975340868,9.20488537293124,2.45667629245403,1863
137,Item_137,9.55063082499442,4.88485554150113,6.90596619899203,4.07440431369183,2.96503046096458,5.47054054166288,5.81984939186885,9.15202900793297,1140
138,Item_138,2.49719525014926,8.55178600823352,7.54146457096133,9.19428532536383,3.97391750480917,2.85483989135034,8.04310072729106,7.03634109479704,1671
139,Item_139,4.66874405198235,3.32815186589189,2.38451426389359,9.84361620705062,2.36397678802703,6.57355641320202,8.98766345175645,8.15702476026336,1905
140,Item_140,9.30276362132117,5.32490200141577,6.02680637810197,9.03630570864304,3.29590855559003,6.9012187843087,3.60185768974741,7.99938530843018,1249
141,Item_141,5.99620918602849,2.10730237134204,9.00278818059407,1.2589387013013,8.53304440130962,3.85965426775509,6.84166927565056,6.64424459775737,837
142,Item_142,6.97624213217246,5.43492195129305,7.47268529780729,2.26816600259211,9.89239234504538,2.66832980278646,1.5333501169756,2.66091772755194,1447
143,Item_143,8.44774595899108,1.65475891869852,6.0307005741875,7.17095963070261,8.61559052123859,7.33254277995015,7.16376816268185,2.12531940351684,1020
144,Item_144,8.26113673371796,8.19183155241605,8.11243329132979,5.48892281263605,7.43081066354534,8.53069214521267,5.18448809549363,1.82095015487545,1322
145,Item_145,3.93495404052175,7.99283571249751,8.0837852705239,2.84912533011539,7.67003740341262,5.85502563221337,5.67867833317357,1.57291729241159,994
146,Item_146,1.9535164693111,4.55093426153775,6.48823423389956,2.7407785742483,7.78798371986148,6.08284871151811,7.32267261802638,2.9870238383263,1094
147,Item_147,1.67112586315119,8.53144875228042,2.13858631375103,7.52527230333523,9.09555329202734,9.93378729437533,9.82106477194075,4.99756871338719,1960
148,Item_148,1.25001013648925,8.45082228890082,7.05632122794926,4.92018747439184,1.57772660349401,2.5858144464171,6.33583689023658,8.90504104937285,1414
149,Item_149,7.5399313127939,2.85899921954594,8.77968252634398,6.55195918398615,2.74856626723487,2.67764937461941,1.1792168777332,7.24758370376818,1684
150,Item_150,4.22484450630159,2.87968292815066,5.67407746607267,6.71590055911844,8.74852185420011,9.29029107359214,8.34243323767039,6.90158929647196,1804
151,Item_151,4.56543255266279,8.29561413183096,3.4909607744981,6.81783424025082,6.52266489797139,9.42321312020902,8.19102794092263,2.54967445569762,1822
152,Item_152,2.10822039900929,3.34686150700334,1.38576855028502,3.24622915609631,4.79590519142371,3.32001404213805,7.994034432967,4.97346092129005,1889
153,Item_153,6.17435170319025,3.89836651055031,1.27129284965288,5.72757737575463,9.99023458380947,9.81894387350135,7.34476751880808,7.63246382514341,966
154,Item_154,3.82248314710645,5.42077361538583,9.21671207797093,1.93827066915895,4.07048051227365,3.47520675163618,5.70454971333868,2.61622295115623,981
155,Item_155,3.99411308600073,8.27337079693995,5.75782413162023,9.19010989124262,3.79976913467942,5.59613893118315,3.02622590845542,9.31305851310301,1421
156,Item_156,7.51467192542178,2.66986940160777,4.56195800343224,4.67025582724393,8.2830029321198,7.53976908557636,4.21045713878064,7.57701913077005,1604
157,Item_157,4.82379955195542,4.34606927237188,6.07543418285822,6.33852617616667,2.13571536512075,8.98716301571562,6.41532876600703,3.88326504891078,1535
158,Item_158,1.19316363603454,2.40955683701909,3.03361785295344,6.96905660777816,4.18153602104183,6.19468969847565,4.56342714585123,6.1067224677847,1047
159,Item_159,5.14119268567902,3.65350014650118,3.00615151091864,9.2957770270616,2.42361315337051,8.31807053152158,3.92514872131742,4.90102717132162,1100
160,Item_160,8.93425788972997,4.23592888105742,8.32094911411013,9.74626729606973,5.5937882956378,9.88000310226974,1.02039237116174,4.77695300239274,1911
161,Item_161,1.00458158243469,3.41024130622816,6.74912187971061,5.13395071832128,7.59641928054328,6.14227526711389,3.03995750572332,9.87308574419783,1102
162,Item_162,4.44805145389159,4.59101195508947,9.4051399188848,6.14319104827869,9.06691502789986,2.16526039856247,2.27401529477106,5.62224660301195,1692
163,Item_163,4.83151695037099,8.93546378696684,3.02677162069566,2.46297893121564,8.47193514932621,9.51596327524187,5.53490119114438,8.98985298604537,1089
164,Item_164,8.96801267351668,7.95140395180476,4.52487924040399,2.43825687825647,5.53404337126914,4.2024784027057,7.0146910170893,6.98641508913448,1240
165,Item_165,2.44871215307115,6.85177773709813,6.5355928844784,8.87272369981934,7.904244930625,3.78049698545636,3.5690093138131,2.75850472677604,1307
166,Item_166,6.93091521668564,9.70201847663132,9.07763720086284,3.06023409611507,6.92556330579264,2.80128760177993,6.48561677271297,4.05339471623942,1448
167,Item_167,1.4096123399216,3.04192569299143,6.36858006936023,4.84054529240287,3.44588547954547,9.60522764990604,8.09736799429754,6.78895517371806,1368
168,Item_168,3.36381318282605,7.17872332290966,6.19233700748472,1.00035480918023,8.51889834201341,4.76912554377491,4.71494974741607,2.56515025065365,982
169,Item_169,3.16021363689508,9.02659413943725,5.31060785675241,3.21975916967454,1.61897952593826,6.59380359136941,7.04150837454864,6.79029786447787,1368
170,Item_170,6.76920509857711,5.67420460236629,7.88609008749553,1.45695734486023,9.62436624033884,8.81709272980862,9.43029989347474,3.07175285107475,1231
171,Item_171,2.9735590863992,1.89798398791211,4.72439064254756,7.84214372621922,8.83015717763584,2.48203782904555,7.87499295996306,5.5879400578541,1096
172,Item_172,8.20368205333087,4.66270523615145,6.55708941559835,2.18338572772424,8.26510602958988,9.46766405175732,8.24975062821652,8.88059153937523,1789
173,Item_173,5.12897485761325,8.00060812191918,6.37958718043911,9.3489464319314,1.72195916816662,8.96340930082015,8.77930400901142,5.77840506176971,1836
174,Item_174,9.9718062724691,9.6173947565773,9.04787867418104,3.68746789318155,3.03119823994091,7.2659167718253,9.18405862171538,7.12576417535534,1004
175,Item_175,4.98338991516651,6.38030329973008,9.22207489020964,9.10716024186734,3.98651421497204,6.80599437507958,5.48187967790068,8.05199677022068,1729
176,Item_176,5.50932248279858,9.58137057806777,8.60971730337299,3.65424900657493,1.68913399514133,4.06162003669316,3.00883296990291,7.07391127680828,917
177,Item_177,8.3386720052868,8.756472636341,2.66184668342684,4.64506658755989,2.16970469010332,3.821908517849,3.92663489403361,7.89999460335985,1639
178,Item_178,1.23307811189182,9.7652074370095,2.7235498186816,6.94146886014102,7.87227610179721,8.44419644144235,1.62518848510937,8.35625630203812,1514
179,Item_179,5.13943751218584,3.54189899538317,5.01741417309339,9.56491359113116,4.00848078561267,2.6981185890125,8.96890667441147,6.13882534418971,899
180,Item_180,3.16496186994273,3.82713953571531,2.54391738919962,8.25990396807344,5.81078985088151,6.24704443577221,8.30347192835724,1.68220417054089,1918
181,Item_181,7.94433631254085,6.92223161887832,1.99935725819656,5.18517510460112,5.60051706916471,3.60188454696225,7.60346521105437,7.25836868617016,1827
182,Item_182,5.14318940291104,2.4107984207181,5.06595134201945,8.22670674309437,1.08489264185743,3.12634039708283,5.82854316149207,4.46761357315006,1973
183,Item_183,5.48435661044663,5.09513675697073,5.09461191852853,4.21922035895705,7.84196030316159,8.13789431259495,1.26366364590743,8.45870642372994,978
184,Item_184,1.69097399639384,7.7904873404357,5.23105198736678,3.75154369475229,6.16382716419626,4.30008635976582,1.83953971376052,3.3393013695437,1692
185,Item_185,6.02571372729344,7.10140988845358,3.38754977380464,9.12830798674205,1.95366318157088,9.32308828339954,7.17650876101128,1.32118050862237,1722
186,Item_186,1.2195942767384,5.16086935232607,6.87943772476903,2.5787642730362,5.18057188450364,5.04869849448603,3.32477973993583,4.480981580562,1785
187,Item_187,1.63938003829388,3.12771528718068,8.46486198056454,1.02479738465545,6.81219843550801,5.08592539670103,8.18458149014057,9.88440908073868,1031
