,User_ID,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,Budget
21,User_21,4.98834985789102,3.3840109788181,6.20250117839424,4.20122962007267,1.31725758572665,4.10372055882583,4.00734812644714,3.62239892969186,196
22,User_22,6.8119601282685,7.76499665675147,4.05439388237508,1.39203509730671,1.35484286950536,2.15206253198447,7.36851147590996,6.39068691358386,120
23,User_23,7.66009464862852,5.3933812646974,9.58597823717681,9.99931587259218,8.25105637871828,9.55919292195924,9.72055766688836,2.91622562208369,163
24,User_24,3.64535309166284,2.19367766013157,3.77007483300683,8.15786182627688,9.39481108978059,3.16660149833842,9.83747486101052,9.74317829676256,248
25,User_25,3.83290530487831,3.54941103751924,4.23669449498833,1.93699586022013,6.28614022631874,2.12343211916727,9.90027244682592,9.34949850935351,277
26,User_26,6.74588767023563,4.17047621463453,4.09879716691925,2.25344383548515,4.57381514622997,1.59827561402353,2.99422510769852,4.11446902786928,115
27,User_27,8.30033974062966,7.60545113353399,5.03009256055328,3.87156207518846,2.72589642304439,9.81388515201725,9.66095050823017,5.4242142081854,171
28,User_28,7.49455908675557,3.7122190495979,7.56940054995853,3.61191105290167,7.55597620692214,2.81832036469835,3.61178952964077,7.23707815108499,192
29,User_29,7.29381446812399,1.34713630122936,8.29034779986367,6.2552486595106,3.44397869900501,2.27433093637585,2.97982429498313,4.79086774036546,84
30,User_30,8.55625070155467,8.93935634242367,3.60041520321952,6.21934727157667,2.36317359353544,2.70935940591389,4.71784534140233,4.78493683679477,55
31,User_31,7.96308762988109,3.20640863117242,8.65350316544464,7.94459454067508,5.2314971357262,3.22669638022048,1.86932350559081,4.81951093662403,229
32,User_32,3.55929779109876,4.65958601169635,8.07196637630486,7.44891343953439,7.53160112170259,3.03996603057626,3.29568103461442,7.41466076473103,276
33,User_33,2.54680926861515,6.39638736519685,2.77786837187919,4.24564888703088,4.73267885501225,9.38288348567089,1.01329723386625,9.61792277421902,61
34,User_34,3.08974851821911,8.39760925807447,2.48466004604136,4.88569030814717,9.05672762472221,1.42672881879987,4.15627360595808,8.59993622554417,213
35,User_35,4.20374696091159,5.46244025520969,1.71395633029304,8.89906188605006,4.08392787737711,8.34075062901615,9.0908286797958,5.6849637956695,177
36,User_36,9.65015470835361,3.6213959368593,6.37409820194551,4.07337618202927,5.43372275604126,1.86257664952135,4.37030953423388,1.3716412364738,171
37,User_37,3.28829402900455,6.53016078796715,3.2598934525037,9.2971398531862,2.47497283444647,6.80228172077845,5.8113131153662,3.60772898305959,153
38,User_38,8.14792984314671,5.39570081151348,8.92254173845809,8.29631072699561,5.80799145080453,1.08161522407268,9.19547008494234,8.44222093323377,108
39,User_39,7.6301329655237,4.37841560321404,8.05298920127197,3.94739458077708,7.93028261398173,6.59715099718075,4.31117079336969,1.27634015916537,228
40,User_40,6.45097912272231,5.61790438267986,3.82525292589111,3.43944692245094,2.9684918789995,8.23212817005889,2.64149892212074,3.46530554265932,226
41,User_41,7.29713368356767,4.61730787449072,7.08097846851844,1.67350245720591,5.48695446128494,2.30300171243612,8.6425113173211,8.94288823328698,222
42,User_42,9.26294056923235,4.15935022966671,3.2894655097366,5.78906457999468,9.06265577106881,4.46871874506116,9.72281238573461,2.21504351031644,295
43,User_43,9.47694613214686,1.0208875232504,2.09287076463018,2.00826018807705,6.86695625125415,2.32793528462249,6.69342020570226,9.12425923638008,293
44,User_44,6.84973797645972,2.65616054657714,3.78959340859138,5.19469170597063,4.21392907506987,2.97973635319864,7.51531595777838,4.90112692143754,156
45,User_45,3.78601247883702,2.37134658642983,6.8530996086266,7.47459897062204,7.36056628957163,9.73276362602909,3.52490328203691,1.73130656726192,256
46,User_46,9.37251441133242,3.19682566828378,7.20355078426687,3.40763278200782,7.76542775761076,7.48912594242471,6.93681025025581,1.84499057308795,201
47,User_47,9.79155045326371,6.44914085653761,4.71813351863807,3.22451476849469,1.27739593665601,8.1539854691623,7.10215896138762,7.92595644673609,55
48,User_48,8.13198735868692,5.36407006376078,5.71021274494676,8.72213703542179,8.08421643239806,3.48064377348134,5.38771763374507,9.86578819265751,72
49,User_49,4.84742881594373,4.11880672891286,1.23307032169392,9.91455817779727,8.28176523622155,6.68398984341838,7.49080902155674,1.68155847007546,206
50,User_50,2.20080651469596,5.85391506436804,2.16332494652054,7.3062163373808,8.18033806013533,2.8180032657043,4.76499968535386,3.50446956399272,248
51,User_51,5.19188043488605,9.86792659205753,1.91949570838203,9.53356704111327,3.78897863894901,5.47510816364237,1.60589171267502,9.02390762312053,215
52,User_52,9.26254077513333,9.04771545962077,4.78337192899209,3.34025686935065,6.68588926386731,1.32758082516118,9.8645680995513,1.66449295778948,112
53,User_53,1.24011523911299,7.99106086058957,6.28331769374768,1.20043722316343,1.16235102358884,2.38763932158784,1.2086324640093,5.59781028463635,146
54,User_54,8.04290170547179,8.05215383812302,9.9962427100957,1.459291033189,8.37395296105507,2.56058240728377,7.22269372635008,8.62491358414388,248
55,User_55,4.54531882747042,2.50773159344377,4.33625501930249,6.5617485730259,7.65036271758226,8.72358187612456,3.87872727305985,7.30479041267491,248
56,User_56,8.55977478486539,4.92571293226871,5.62619294248712,9.39073377092159,8.00833195860227,5.90739154053112,4.20040911459917,3.38846041333231,259
57,User_57,3.09536003660147,2.14217111069459,4.98923735314805,5.84968242693775,1.24744227011655,6.5264635449984,4.17587370592951,4.66486859232424,134
58,User_58,6.42185070533548,6.03089114881705,3.60222995904613,9.06561133822466,9.65301691423487,7.95805897364215,8.16837889114526,9.98280147448227,143
59,User_59,5.40935147170484,1.88515381420097,4.17142805977082,4.11749523099167,6.93438380812946,3.27185302124769,7.27231111730618,3.72997632139934,291
60,User_60,4.68483492252385,1.47396980661392,2.80972361471889,5.31335017426877,7.50769770844924,7.29183528624147,5.49674749911189,5.30146346250538,132
61,User_61,6.45221085588356,6.73519468638039,4.44336844454439,2.89571837524435,8.38901606495259,2.63776441389756,2.03052677060662,8.93993158492843,213
62,User_62,9.43266219625293,7.27486892199937,2.92568288198733,2.7138466841957,9.4259061458612,2.15273003378123,9.64080899865908,4.23170167139655,194
63,User_63,2.60063901704597,4.18803960474278,5.53668019101289,6.89989583418068,5.08734378305241,9.07212219084033,4.24158925471951,5.9137603433235,89
64,User_64,8.48715244258863,9.74316008482575,9.65244214315506,9.66385058378048,1.88200276649903,4.39905166371529,4.9799387218343,7.5727358711601,223
65,User_65,5.03069735169807,3.42294025231656,9.50025888227563,4.50428049084339,2.85041435114798,3.24446114180605,1.77328968166418,3.19010032336768,52
66,User_66,6.7875125543668,4.0781711504329,5.42700404888441,5.2078583973884,3.64381642188712,7.40654519501517,9.62632706392979,4.25601367568522,124
67,User_67,6.55791231023896,2.85371093987676,1.89017757549373,1.30032676299392,1.04548002259761,9.20747725832731,9.44929848118532,1.02935357967943,139
68,User_68,6.36442612509086,8.93981972937875,4.78350878516747,6.74099916809106,2.35165164051313,1.22442502717302,2.37198514461807,8.76313474333921,279
69,User_69,7.20336056920409,4.6328718702296,7.64182749889142,6.0434856308635,3.96696240401643,9.53946175385746,1.06202425931103,7.09355698193329,288
70,User_70,3.21135709298635,5.84750326914243,5.53845338347898,9.71247003027426,4.67055459623979,9.15689486572451,5.61559918368361,5.63879790631862,216
71,User_71,2.92800084016531,1.42094783445065,6.98827931053597,1.12487904253129,3.69883180626052,8.01641292164229,4.72975098797295,3.10827761133908,268
72,User_72,2.70461604739509,2.95445445622623,2.47022533402462,5.90796191296881,4.79794019414651,9.80402367222151,8.06766306632042,7.7709999352809,121
73,User_73,6.59874381752704,6.91079591454815,2.97346538424068,1.01365759283712,3.96513009775581,3.87635162159604,7.90809873046361,6.35495201246303,112
74,User_74,3.28513428868451,9.50412995698512,5.30612100658033,4.45601102948552,7.25074579992094,4.07235293644527,4.3862715382255,5.69525655908617,89
75,User_75,5.57516084372681,1.13753355003097,7.02145298101825,6.18929599072089,9.94779285105069,5.34108861113056,2.96091689287449,1.360853900639,141
76,User_76,4.1528722736686,7.98839140791641,3.31322680386741,6.10153835650443,9.3679758548893,5.68453726437378,8.51844954004491,9.93218222408541,225
77,User_77,5.55468710948776,6.29227327172535,1.01196184722302,6.48140223534189,3.88649989670707,1.82016489019493,6.25703056051379,1.33365954784328,194
78,User_78,2.95257290305965,1.4074580141658,9.33745498469118,8.45939966197398,4.3937275200881,5.33078257294173,6.26548980624673,4.21491317661005,300
79,User_79,4.29883610929104,6.07411671717271,8.68724634669002,1.02835991908333,5.03758119592115,6.4386373408319,8.35547256053311,6.00201018813768,271
80,User_80,4.62544968990723,5.04281149462908,8.49048242277431,1.25796272035601,6.1750094417206,4.62206189935093,4.93866388313162,2.37108715545304,278
81,User_81,1.14797471759963,7.1741432871453,5.40550226370648,8.25793449829519,2.85920880528012,1.33641763385432,8.21701863515503,6.22064531871231,110
82,User_82,2.4240774694882,7.88636616549601,7.08544547092631,5.90129596516872,9.2942547275524,9.57290824712175,7.61816456531558,1.01325085568448,65
83,User_83,3.00087553842513,1.41942050493923,4.49883023903407,3.31071006215877,8.41326607364132,2.25887398320735,4.55461204504432,6.3365326325095,264
84,User_84,5.37720997225931,5.30135995024564,9.07896672089173,2.31170249843031,7.27690705141662,3.1341742397267,6.17448376293786,8.51223209675458,230
85,User_85,1.53350255664433,8.39594422249604,6.51922675276923,4.92017709000671,7.32720764583737,9.0533911409768,6.28904590007395,5.1059126837139,171
86,User_86,7.72118742800577,4.21120721517877,5.79724910770642,4.43823292689689,4.88858639406399,2.137044048631,3.17730665164608,6.13270066708593,264
87,User_87,8.14009981828933,4.89661622590583,6.8562883857146,9.46197080698843,1.08244715316564,3.00878713126566,3.24264175497056,5.75341781696841,239
88,User_88,3.18847566612724,5.54622789486625,2.93101239417135,8.74653747705083,7.38243391828373,6.12671239053638,5.14620352186319,5.13156134356297,76
89,User_89,7.49741280738731,7.20729508004217,7.77081744410184,4.94600119255693,9.21989014760471,1.36700886119659,2.01098918247683,1.11292666162504,284
90,User_90,8.05329842782456,5.97714217888736,1.21946481593546,6.08579423724681,2.22762180544938,8.99685175674929,7.02610429386359,6.68729628998798,119
91,User_91,7.84456202022597,2.04629807951417,2.62671452692978,3.2561103797435,2.98960047239735,1.65071379836021,5.49457175594594,6.03687731722149,283
92,User_92,2.00586619996047,6.92431993359737,4.3879896864231,6.92455450820739,4.05338765471615,9.83221285808184,3.42546059651616,7.66285111483272,278
93,User_93,6.98172098417023,5.02662995996973,9.82623350977849,5.54591668469075,2.89104399951927,1.21631176801706,8.69633193678926,4.85380346900198,204
94,User_94,3.2521269869994,5.55857379506769,7.65728933990452,8.64742015386648,5.03929242756245,5.93612381419857,7.20611069049978,7.22234321319285,140
95,User_95,6.25590716654255,7.09968156073368,3.44880747597091,9.27370136122326,1.77528928496318,7.69057295702415,2.22009536551635,4.84920436756557,202
96,User_96,6.88971392026639,7.473042606182,1.85441696878253,1.26688554440754,6.22466263519471,5.36153494629417,9.83033493903943,8.53370025869392,248
97,User_97,3.26598430954099,6.08252555357392,1.8419971550593,6.7000565050336,5.86351488250922,8.63805506633503,6.33656039991655,5.03807373968153,198
98,User_98,6.43467402068601,4.31645761446853,4.57641444780217,1.87422841018631,1.01875313252111,1.52112040883199,1.02539649543388,5.97679136265616,72
99,User_99,1.37561820044005,3.08280026109185,5.90410639410593,5.66220128191166,8.35765134654392,3.50082533141628,9.57544605450852,7.18498357451938,273
100,User_100,3.39257875334784,4.73307179408314,5.58919217550247,1.49885678718872,2.46469773506139,5.25482670971125,3.28223774408866,3.67680391211257,127
101,User_101,6.41066431556291,4.83172960835981,7.18120385458174,3.4644961031714,7.01616216420534,1.93506103486738,3.40602776881864,8.38610555902886,224
102,User_102,6.97796143639891,2.27802821762907,6.86343857324712,2.26882913271436,7.6627103794359,6.77347228491225,6.00267510091386,1.69266436854059,229
103,User_103,2.69948405071322,2.21320930112855,1.822582243397,3.02641753570759,6.22061146509989,5.96958428679847,5.85663940298323,3.05352055830707,72
104,User_104,7.33155174938731,2.89712796816541,6.09013164155338,7.72609212111525,8.99890780933898,9.97146343819234,9.22223380907862,1.96896541653237,111
105,User_105,4.31661952333557,8.53510357613993,4.49274562131967,6.37059415472779,4.51456205256903,4.91599675442538,1.8171507559015,7.8874657347474,189
106,User_106,1.55678625076336,1.12806696840027,7.80390445735573,2.88414482309229,9.85689603565173,5.57630659676084,6.4963874453845,2.67253618479615,71
107,User_107,7.94686757734462,2.14502612216273,8.39297734583142,4.48559844107551,5.00839479551825,3.13653709410171,5.64160473950768,8.59745323934482,133
108,User_108,9.4289384054753,4.32820119689413,1.78491259358513,9.85474973570057,5.01052202742424,9.50612749119317,6.20257420832057,9.17651951017144,247
109,User_109,1.76447116857555,2.52935636116069,3.61587618620718,9.21351091227277,2.02284668320566,7.58174096972214,5.26178620071612,5.78645033113329,53
110,User_110,5.88639337638036,4.51393793965901,9.69186690182327,5.61566280272569,7.58339589607097,9.50784604016159,6.4734793151408,9.73715798219094,130
111,User_111,6.12848908873525,8.19539819734684,5.49263579596977,9.45929281067057,5.28234665220648,6.43128348804256,2.99953798509794,9.1840738424762,265
112,User_112,4.13963988161355,2.84415824467782,9.74565421361814,6.85614216662006,3.32406888275745,7.86184384370746,3.40174848952003,4.19791890823597,98
113,User_113,6.96692821329281,3.4995301073779,3.26124761428185,9.63457103015038,1.89626795159861,6.11087695271005,6.2102013757524,4.88726641643972,167
114,User_114,2.25957128724562,2.1745583241085,5.32356183222371,7.4769757958505,2.81761359538138,2.94888097686033,3.0015941300365,9.11135964032056,251
115,User_115,9.49720427598261,6.57756317750401,3.0393149355404,5.25226182307272,9.20828659192632,8.30155832413917,5.84558862996147,7.19770290382069,129
116,User_116,7.59954923032715,3.4269469433147,1.13464219299685,9.05433636190268,4.07848648778752,5.84521617585218,3.88226284510185,2.87220468306808,219
117,User_117,4.63909972702708,2.69486351023569,6.51414724350099,2.10098378086877,9.26874635034785,4.37661009915673,8.59536814041926,8.86311565761416,267
118,User_118,3.43780377189084,3.92394693444028,8.9691596353674,4.87368207671845,4.40222419587468,1.89045114909621,6.31872352260259,6.48570776255363,195
119,User_119,6.63392058668074,1.04602887299306,2.7786416942948,8.11837593632014,8.60478543203695,1.78103414845809,4.77907513331063,4.82500403996002,216
120,User_120,6.10641048199024,8.65069210568531,2.65762770863257,1.85258500736744,8.13713261711026,5.46728002148957,7.9007189937497,9.26747270752827,170
121,User_121,4.41936309745883,5.21776971345625,8.61644101593573,5.55576362866408,3.17624203008736,5.17576385343414,3.11343987733809,4.9849099447818,227
122,User_122,4.28360398271854,8.98460883472232,5.99975186620637,4.03063998848033,1.48671036089198,8.62608877003367,1.71367327404364,3.34057983991736,217
123,User_123,6.93192268196459,9.86879072424969,7.71465327127608,8.98864772904567,7.14876835539315,7.75344159338558,1.88171117583228,7.8245324933836,125
124,User_124,6.39153907046726,5.90472646381762,5.72539302408379,2.72574928660782,6.28155064053518,7.5772855336427,5.23816076268315,1.38987931160417,50
125,User_125,8.23150099021389,1.99764865057628,1.66149112333605,7.42489954080155,2.9858778853415,9.26340676415271,2.04906090862571,5.52364104543727,112
126,User_126,8.56606837788944,9.84652416826739,2.49393366977949,4.16833413740653,3.60734835428485,1.47444525514561,9.11439029792412,9.42352485514738,271
127,User_127,1.98719128255638,1.25679021770823,8.36058415565816,7.4724708681518,9.03512539226002,6.05841958947053,5.79180422360582,2.06663990445831,203
128,User_128,6.09453221634494,6.07938917305879,2.02141577746773,2.12999311243793,3.76436271481012,6.59597775334966,7.71962724227539,2.38268876464105,182
129,User_129,5.07106112759895,9.43820338008539,5.67033781582954,1.31962238936351,4.99332012256268,1.37155552074428,3.43944246872736,3.63546055889495,73
130,User_130,4.87605544004662,5.84810982493227,6.20262584191439,7.47313442147167,3.58287323955141,7.69634386522097,2.70123682359799,9.82613971431344,67
131,User_131,8.8963504317268,9.55724938264252,7.98819859553781,9.57611157110364,4.95059837567187,3.37764577321688,5.80670365798983,8.85795995218657,280
132,User_132,1.98265985922684,9.87691899244141,3.64949946711607,2.52944019085016,3.98932964967182,7.51885440708149,8.0336304070428,6.45698790301579,210
133,User_133,5.73261212727501,5.48072555812198,8.76124442453862,4.24670358978965,7.15428758131057,4.13568738581387,7.76654816410879,4.90590975560937,213
134,User_134,6.35431372446356,1.10660310505678,8.64823985842411,3.15497181452428,5.08511265324259,8.97674238394322,4.64372201767737,4.48532781982069,126
135,User_135,8.81311609289337,7.73193632610038,7.73181748073083,6.94490189029421,6.13063039678702,5.92463757231632,4.84508696269649,2.5560372800799,91
136,User_136,8.89957972827204,4.93067090868879,5.30269207912888,5.0793045900833,8.71299209453684,3.80057270066101,9.0862018011488,8.84925636603329,177
137,User_137,7.55884856659773,5.84995042369123,5.51480014487669,2.26853466679291,7.20519154492694,8.92258538660245,3.81762585429693,3.57302513739877,108
138,User_138,3.07582308199759,7.9795173087583,7.25720171188129,9.89114332191897,8.0645492318931,9.16912074773676,9.20769374207425,8.76077921562792,137
139,User_139,4.39975940130751,8.34764732980487,5.7192776466715,7.75274404868861,8.33432832888635,3.66907584319351,6.0621115473113,5.2033087872115,298
140,User_140,4.31206698739374,8.9808900793306,8.78840306307441,2.29381117697827,8.58678336204253,7.59503859356499,2.35581299466662,4.6028022708498,268
141,User_141,7.80227619687474,3.21961234138132,7.88608692238068,2.80813313684785,5.59966403120805,9.16619893517836,6.79278192955013,4.5103211899738,186
142,User_142,5.18971539060901,6.54431828106308,5.69426453334806,7.6486602051018,1.49222775191642,9.21586646849634,7.02390764438328,5.19999938608638,123
143,User_143,2.57360944986719,1.50609446229047,3.06440460781561,9.3750190512098,8.25626703559934,4.01099866448216,4.04050619431319,5.53695841517077,127
144,User_144,6.42474508538666,2.90121838036057,3.49807028716077,4.54243298519163,6.46911507930784,4.58551474446201,7.33632481417605,7.56400013575485,195
145,User_145,6.54430958425758,2.50928909712779,4.59097833705857,9.84497890905151,1.82666826115785,4.92893859756057,8.98267170086218,6.34257974862096,260
146,User_146,3.5044287927219,8.89135651026349,8.81449891146905,8.80661611540677,1.74432103476896,8.14206446525146,3.65145469757449,6.38654442016515,162
147,User_147,4.99898837561172,6.03525907737507,7.98144286557112,9.94949527648068,3.1723956662162,8.49276571585922,4.03444163416321,7.58049997548494,190
148,User_148,3.89201179888808,2.43974017792571,2.38993641328142,3.45649562402417,5.33760021427401,6.42209817514031,4.82703329325073,1.33188593416636,282
149,User_149,7.6230695886042,9.76483398723066,9.46131488548342,2.80865802766288,1.94561831298985,2.67070683616036,4.47554277564659,9.97434101279887,251
150,User_150,7.78552908807577,9.39634234198083,9.6944894460711,3.76513641187165,5.43563786190395,5.95463076339715,8.11306388480422,1.22396648741235,143
151,User_151,5.84025326526491,9.60023486842877,5.04484437559343,3.27806001690124,5.66638330878485,2.92369460144332,2.96848204199291,5.62468549743531,144
152,User_152,3.42829210326882,7.45237941844854,6.20181122723784,3.92307205020145,1.34242973416493,3.53857890381422,8.66798482523567,2.32951499561803,80
153,User_153,1.95356908622419,9.03622057392477,9.81285072955262,4.54940494856243,8.44516581357258,3.98230122295474,2.29724695030474,3.79237176344331,195
154,User_154,4.95444191375179,7.69503940384216,8.7512784750211,7.59446657374247,1.03118371048882,5.09373397455324,8.47808780205239,3.5363275433538,112
155,User_155,7.26262112683504,2.12189334203823,9.0101288006248,1.92321795584491,3.28778790145761,5.34982204398457,4.3014135188383,7.01251120517023,246
156,User_156,1.75354734158464,4.61634610281015,2.39119445096495,2.12960005979952,7.11658866842213,8.87844026833192,6.46322872659673,1.35571831836778,206
157,User_157,2.30087185819939,6.95572355900882,7.01635205017271,2.68621760982839,9.4728157355483,4.84451961233442,1.90922853517793,7.56550305483277,139
158,User_158,2.8520860949857,4.13504692795757,5.51783396682703,1.41619090332361,9.2156008015204,8.63749831826294,9.10780177600258,6.40551498919259,254
159,User_159,7.0478858256025,3.60220757285941,8.78029792825985,7.82661720158748,6.00832054145819,2.47385571303347,2.35925611355009,7.01305106043732,59
160,User_160,1.90585251081636,2.2404622208876,3.53050871667162,8.23620803190591,8.56822877447648,8.0211998796944,9.51140060730078,1.75371688142029,203
161,User_161,8.79286783208714,3.23762657659252,3.83803785395712,5.94199595457461,7.5203642536023,2.19534230651737,2.2039361888779,2.04056542702363,117
162,User_162,3.78321010076447,5.64916499889383,1.57689264817706,6.66250291703154,9.76497428795039,1.48514850504775,7.59447254943837,9.48579279281129,80
163,User_163,6.29609934484531,3.47346258461549,6.73162278000516,6.93208479710766,9.40015427860611,3.01057183849508,9.47105924720677,3.53313494609273,190
164,User_164,5.04526198258704,5.31753062930961,2.62535118416152,6.0176984638973,1.03530915048644,5.72113865742702,5.06584420693591,7.73669215610591,267
165,User_165,9.50094141215752,4.67360789991431,9.46524029666303,2.01967926225739,9.8550338119158,7.2065604868762,4.45802016941442,1.18983712113186,260
166,User_166,2.86568326819501,9.32497078017131,9.63472310363027,9.35710545302911,5.42095041817641,2.66228047834852,1.26643674079644,4.52028826702666,174
167,User_167,8.28825097586302,3.30463558250532,8.49049297290265,9.32445965375615,8.37680321837612,4.48880780573348,9.85847953256577,8.39925291813236,276
168,User_168,4.59544702470613,2.05306008487576,2.54690831730263,7.3532772062881,1.00566496384171,7.30388863097995,7.28073171847225,4.39969700640529,278
169,User_169,6.21754570076194,4.5259237890726,3.39578232175536,1.08662323462627,6.639833153361,7.19995662964282,9.25892240036002,8.34482040417457,91
170,User_170,3.72365352496973,7.23414705883064,1.81197015513037,6.68748474266642,7.40728922985546,6.02017823226706,4.81499568593241,5.00673040535411,64
171,User_171,1.26807245944876,9.48501151794136,7.72652360502593,4.66372746087985,3.96951869759011,6.24234579159598,5.41055447260593,8.22492736120269,204
172,User_172,7.39887082326729,4.4019807013422,6.23245954960745,8.56845687019405,7.01613571655364,3.44025032550197,8.1067037072069,1.69405405334946,293
173,User_173,5.09799318288915,1.3601164387971,9.707167648604,1.87788576879279,2.25310607379181,7.37716480464844,3.20956657637296,6.72065704427294,117
174,User_174,3.20308914167592,9.18034659241716,1.02644339142912,9.48706271397082,9.57347562805246,2.68601296343796,6.47284192424774,9.99878059573747,246
175,User_175,4.50245921876849,7.11708817007796,1.95245803627962,8.3793819248527,4.18465799056095,9.79485957362207,7.31561603591834,4.27268067653263,121
176,User_176,7.79204867101807,2.63467676197457,7.59284626451079,3.06973390053724,4.01767450921757,9.92616232404099,7.17688466269039,8.90233470136302,155
177,User_177,5.43046694786906,1.27716153702882,1.28317316606844,7.29165071272825,5.73627478639729,8.68960304223662,5.53614925967975,1.48872193627057,181
178,User_178,8.31316123537434,3.83070813998043,5.37179979055165,8.29894536023774,6.16094954350226,5.2514351658317,7.8782652075273,6.91593656725899,106
179,User_179,1.44353161232516,9.81025074524096,7.91761019029223,3.26954170415472,4.92160553768715,1.1573567119211,8.43422514294506,7.7421508910467,295
180,User_180,9.37242788803592,6.8782501001985,2.98468522246445,6.59080704459421,4.87819405335274,4.74802841632708,7.19326706539363,4.00211791391026,159
181,User_181,7.79394241504032,5.54435644356179,4.27436953877554,3.96207649541147,1.01639603697732,7.54284110720147,9.76748599069479,7.5828689091759,262
182,User_182,5.61378285442896,4.96121214504318,1.78106909199139,4.53941064727457,6.45130122847235,4.81725506695494,9.02600975495056,7.08153856866868,130
183,User_183,9.63181944439022,6.96298736088599,3.17422597353303,9.49301207359377,9.16055218883612,7.54280074808418,5.09976096229887,3.85663801085575,194
184,User_184,3.73434952843547,2.35583977566541,1.71206190784661,4.10183468665278,9.22774538815202,9.39897119236269,1.01163578712392,9.91290652947039,115
185,User_185,9.51977964704643,1.66802471917433,1.17001900381617,8.54429340352939,1.41650000954596,6.81320765515881,4.66090776923518,1.47151672111177,236
186,User_186,7.92289325691358,7.08402325724603,5.85995729443936,4.16832961328031,4.23117064331666,6.14629790736039,8.36672054499515,8.91311089385123,57
187,User_187,5.60051878093862,5.25521901508522,4.50451855262682,9.95611852646076,2.38787960434978,6.24390576503732,2.93816271284579,9.84225668487095,148
188,User_188,4.32608987089169,3.2285010372555,3.77960765640324,2.04196470482989,5.21279964428487,7.16985518475018,6.23808846110786,3.99854314879291,143
189,User_189,4.14566192679714,3.76215064564341,1.63442255985566,9.99203201484821,7.64107982748803,9.74064039245489,9.48413275590316,8.5982879407268,148
190,User_190,2.68100000851932,7.02737783855042,3.98548547892348,3.0661945536561,6.21795539621083,8.61110922864262,4.50420384553998,8.95018155587356,289
191,User_191,4.05272672752248,9.34599676507313,6.71467282726291,5.54098516785597,1.30660101877462,3.93916343777294,8.95676982970051,6.91165011663802,96
192,User_192,6.51799898658073,9.52389917867934,9.54923507451582,1.31790278552518,2.77937379582093,9.16752746080381,8.55872462697496,3.36736779461317,103
